School ID,Name of School,"Elementary, Middle, or High School",ZIP Code,Adequate Yearly Progress Made? ,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Community Area Number,Community Area Name
610227,Eli Whitney Elementary School,ES,60623,No,Track_E,Not on Probation,Level 2,Yes,Average,44,NDA,NDA,Average,49,Average,53,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.80%,11.6,95.20%,97.60%,68.7,26.5,30.3,26.1,54.5,60.8,41.5,29.2,55.3,54.3,6.8,12.6,15,9.4,-0.1,0.7,Yellow,Yellow,9.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1133,37,NDA,30,SOUTH LAWNDALE
610195,Elizabeth H Sutherland Elementary School,ES,60643,No,Standard,Not on Probation,Level 2,No,Very Strong,86,NDA,NDA,Strong,64,Average,59,NDA,NDA,NDA,NDA,Average,50,Weak,40,95.60%,6.8,96.20%,96.00%,87.7,NDA,56.6,72.8,66.5,67.6,66.9,84.7,70.2,68.1,29.3,60.9,37.2,35.7,0,-0.4,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,762,49,NDA,72,BEVERLY
610119,Elizabeth Peabody Elementary School,ES,60622,No,Standard,Not on Probation,Level 2,No,Average,51,Average,58,Average,50,Strong,61,Average,57,Average,55,Average,52,Average,49,95.20%,7.6,97.00%,100.00%,66.2,NDA,18.4,10.5,32.4,43.5,45,30.4,56.4,46.7,14.3,28.6,9.1,5.9,-1.1,-0.8,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,289,35,NDA,24,WEST TOWN
609852,Eliza Chappell Elementary School,ES,60625,Yes,Standard,Not on Probation,Level 1,No,Strong,70,Strong,65,Average,53,Average,51,Average,56,Average,48,Average,50,Average,52,95.10%,2.9,96.70%,98.90%,72.6,57,56,54.4,55.2,69,53.2,63.9,60,59.8,12.8,41,19.6,17.6,0.4,1,Yellow,Green,27.5,63.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,451,31,NDA,4,LINCOLN SQUARE
610235,Ella Flagg Young Elementary School,ES,60651,No,Track_E,Not on Probation,Level 2,No,Weak,31,NDA,NDA,Average,44,Average,50,NDA,NDA,NDA,NDA,Weak,44,Average,47,94.30%,3,95.40%,100.00%,55.4,29.6,21.3,24.9,44.4,44.3,32.9,28.2,61.5,54.9,11.5,16.1,9.1,8,0.1,0.8,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1111,36,NDA,25,AUSTIN
610073,Ellen Mitchell Elementary School,ES,60612,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Strong,64,Very Strong,95,Very Strong,95,Very Strong,81,Very Strong,90,Strong,56,Strong,54,95.50%,12.2,97.70%,100.00%,46.7,41.9,53.1,43.9,72.4,75.5,35.5,51.3,55.3,55.3,21.1,26.3,30.1,27.3,-0.5,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,344,35,NDA,24,WEST TOWN
609973,Emiliano Zapata Elementary Academy,ES,60623,No,Track_E,Not on Probation,Level 2,No,Strong,60,Average,52,Average,43,Average,42,Strong,73,Strong,79,Weak,46,Average,49,96.60%,2.8,96.80%,100.00%,NDA,NDA,51.6,40.3,68.9,76.2,44.5,45.5,60.5,64.3,15.5,35.7,21.6,13.7,-0.3,1.2,Yellow,Green,20.2,52.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,988,37,NDA,30,SOUTH LAWNDALE
610065,Emmett Louis Till Math and Science Academy,ES,60637,No,Track_E,Probation,Level 3,No,Weak,31,Weak,31,Average,47,Average,40,Average,49,Average,42,Average,47,Average,48,88.00%,95.7,93.30%,90.50%,34.3,NDA,15.8,7.9,39.4,43.1,15.1,15.5,43.6,52.5,4.5,23.3,3.2,3.5,-0.4,-1.6,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,471,46,NDA,42,WOODLAWN
609916,Enrico Fermi Elementary School,ES,60637,No,Standard,Probation,Level 3,No,Weak,30,Average,42,Strong,65,Strong,63,Average,42,Average,47,NDA,NDA,NDA,NDA,89.90%,101.2,95.40%,100.00%,43.8,8.3,10.7,18.1,35.9,26.6,6.3,7.9,32.7,32.7,0,11.5,0.6,2.6,-1,-1,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,238,46,NDA,43,SOUTH SHORE
610203,Enrico Tonti Elementary School,ES,60629,No,Track_E,Not on Probation,Level 2,No,NDA,,Average,44,NDA,,NDA,,Average,47,Average,54,Average,49,Average,49,95.80%,2.1,97.20%,100.00%,73.4,35.7,37.9,24.8,47.9,59.5,NDA,NDA,NDA,NDA,NDA,NDA,17.5,13,0.7,0.3,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1021,44,NDA,63,GAGE PARK
610137,Ernst Prussing Elementary School,ES,60630,No,Standard,Not on Probation,Level 2,No,Strong,71,NDA,NDA,Average,49,Average,42,NDA,NDA,NDA,NDA,Weak,43,Weak,44,95.40%,23.4,96.00%,98.50%,84.6,NDA,55.4,54,48.3,58.2,56,57.4,52.3,46.3,47.2,75.5,31.4,24.5,-0.8,-0.1,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,672,30,NDA,15,PORTAGE PARK
609908,Esmond Elementary School,ES,60643,No,Track_E,Probation,Level 2,No,Weak,36,NDA,NDA,Average,49,Average,43,NDA,NDA,NDA,NDA,Average,49,Average,50,92.90%,34,95.70%,100.00%,77.6,38.8,33.3,26.3,52,47.5,32,22.1,55.2,37.5,8.6,17.1,8.9,7.7,0.9,-0.4,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,342,49,NDA,75,MORGAN PARK
609918,Eugene Field Elementary School,ES,60626,No,Standard,Not on Probation,Level 2,No,Average,42,Weak,33,Average,47,Weak,37,Weak,21,Very Weak,8,Weak,44,Average,53,96.80%,10,96.70%,100.00%,NDA,NDA,23.9,24.3,49.4,51.4,48.4,36.4,70.3,53.2,7.4,13,9.8,7.9,-0.2,0.1,Yellow,Yellow,45.6,20,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,375,32,NDA,1,ROGERS PARK
609874,Everett McKinley Dirksen Elementary School,ES,60656,No,Track_E,Not on Probation,Level 1,No,Average,44,NDA,NDA,Very Weak,12,Very Weak,1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.90%,2.7,96.20%,93.80%,69.9,45.8,65.1,56.9,55.5,55.2,51.9,45.1,45.6,40.7,22.5,35.2,32.8,25.5,-0.5,-0.1,Yellow,Yellow,6.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,786,30,NDA,76,OHARE
610057,Fairfield Elementary Academy,ES,60629,No,Track_E,Probation,Level 3,No,Weak,31,Weak,24,Average,41,Weak,34,Average,45,Weak,25,NDA,NDA,NDA,NDA,93.40%,43.4,93.30%,98.60%,49,36.8,15.9,11.1,27.3,42,20.5,17.8,44.7,35.8,0,12.5,4.1,4.3,0.1,-0.7,Yellow,Yellow,16.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,604,43,NDA,66,CHICAGO LAWN
