School ID,Name of School,"Elementary, Middle, or High School",ZIP Code,Adequate Yearly Progress Made? ,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Community Area Number,Community Area Name
610002,Thomas Hoyne Elementary School,ES,60617,No,Track_E,Not on Probation,Level 1,No,Strong,67,Strong,66,Strong,77,Strong,73,Strong,67,Strong,66,NDA,NDA,NDA,NDA,94.80%,0,95.40%,100.00%,40.2,NDA,36.2,42.7,56.3,61.7,54,65,50,50,14.6,41.5,23.4,14,0.7,0,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,288,47,NDA,48,CALUMET HEIGHTS
610295,Thomas J Higgins Elementary Community Academy,ES,60643,No,Track_E,Not on Probation,Level 1,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,49,Average,53,95.20%,0.5,95.20%,100.00%,62,30.4,35.7,25.2,58.3,63.7,43.6,35.3,63.8,57,9.1,20.5,19.1,9.8,1.7,0.4,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,369,49,NDA,53,WEST PULLMAN
610220,Thomas J Waters Elementary School,ES,60625,No,Standard,Not on Probation,Level 1,No,Very Strong,85,NDA,NDA,Average,56,Average,54,NDA,NDA,NDA,NDA,Average,52,Average,49,96.10%,0.4,95.10%,100.00%,70.4,31.2,51.1,59,42,44.2,49.6,54.7,61.6,50.8,22.7,61.4,27.2,28.5,0.2,0.6,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,590,31,NDA,4,LINCOLN SQUARE
609895,Turner-Drew Elementary Language Academy,ES,60620,Yes,Standard,Not on Probation,Level 1,No,Average,56,Average,56,Average,48,Average,51,Strong,75,Strong,66,NDA,NDA,NDA,NDA,95.80%,24,95.20%,100.00%,80.2,54.2,46.3,46,54.5,60.5,68.8,55.3,57.9,52.2,18.4,44.9,24.2,23.2,0.1,0.9,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,373,48,NDA,49,ROSELAND
610504,Velma F Thomas Early Childhood Center,ES,60609,NDA,Standard,NDA,NDA,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Strong,55,Strong,57,,0,95.60%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,211,39,NDA,59,MCKINLEY PARK
609989,Victor Herbert Elementary School,ES,60612,No,Track_E,Not on Probation,Level 1,No,Average,50,Average,52,Strong,64,Strong,72,Average,48,Average,50,Average,50,Average,52,92.80%,10.3,96.20%,100.00%,58.4,26,53.3,34.9,63.7,83.5,53.8,29,73.9,58.1,25,25,30,10.3,2.1,-0.8,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,398,38,NDA,28,NEAR WEST SIDE
609944,Virgil Grissom Elementary School,ES,60633,No,Standard,Not on Probation,Level 2,No,Strong,62,Strong,66,Average,51,Strong,64,Strong,69,Very Strong,87,NDA,NDA,NDA,NDA,95.50%,2.5,96.40%,100.00%,84.4,51.6,53.4,47.7,45.5,60.2,50,45.7,62,54.3,23.5,44.1,22,17.7,-1.1,-1.5,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,330,47,NDA,55,HEGEWISCH
610363,Walt Disney Magnet Elementary School,ES,60613,No,Standard,Not on Probation,Level 1,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.40%,7.7,96.40%,100.00%,NDA,53.8,63.9,64.9,54.7,64.1,72.8,69.6,59.9,51,38.7,53.3,46,35.7,0.4,0.6,Green,Green,20,74.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1651,32,NDA,3,UPTOWN
610095,Walter L Newberry Math & Science Academy Elementary School,ES,60614,Yes,Standard,Not on Probation,Level 1,No,Strong,71,Strong,74,Average,52,Strong,66,Average,41,Average,44,Strong,54,Average,47,95.10%,2.1,96.30%,100.00%,NDA,NDA,70.2,61.5,57.5,66.9,68,65.5,61.1,59.3,40.3,43.5,46.2,35.9,1,1.3,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,558,33,NDA,7,LINCOLN PARK
609955,Walter Q Gresham Elementary School,ES,60620,No,Standard,Probation,Level 2,No,Weak,25,Average,49,Very Weak,7,Very Weak,11,Strong,68,Average,57,Average,48,Weak,46,95.50%,35.4,95.00%,100.00%,61.4,54,30.7,24,47.7,57.3,13.9,21.6,35.2,34.6,5.4,16.2,9.9,7.4,1.4,0,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,359,45,NDA,71,AUBURN GRESHAM
610264,Walter Reed Elementary School,ES,60621,No,Standard,Probation,Level 2,No,Weak,29,NDA,NDA,Strong,62,Strong,68,NDA,NDA,NDA,NDA,Average,47,Average,51,92.40%,75.5,93.20%,100.00%,NDA,NDA,43.2,34.1,65.9,65.9,66,20,93.6,75.6,0,5.3,28.6,9.9,2,-0.3,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,44,45,NDA,68,ENGLEWOOD
609855,Walter S Christopher Elementary School,ES,60632,No,Standard,Probation,Level 3,No,NDA,,Average,48,NDA,,NDA,,Strong,72,Strong,64,Average,52,Average,53,86.10%,4,94.10%,100.00%,42.9,15.8,28.8,19,66.1,45.5,61.7,44.7,63,54.3,7.7,38.5,13.3,5.7,0.7,0.7,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,279,43,NDA,63,GAGE PARK
610179,Washington D Smyser Elementary School,ES,60634,No,Standard,Not on Probation,Level 1,No,Average,55,NDA,NDA,Average,43,Average,45,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.50%,4.9,97.20%,96.60%,72.6,NDA,53.9,58.4,61.1,65.7,59.2,60.2,64.7,51.5,27,49.5,36.5,27.5,0.6,0.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1047,30,NDA,15,PORTAGE PARK
610121,Washington Irving Elementary School,ES,60612,No,Track_E,Not on Probation,Level 2,No,Average,43,NDA,NDA,Weak,34,Average,44,NDA,NDA,NDA,NDA,Average,48,Average,49,95.60%,15.1,95.90%,89.00%,71.8,64.1,36.8,34,45.5,52.2,57.1,46.8,68.8,64.2,17,27.7,22.6,20.9,-0.8,0.7,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,482,38,NDA,28,NEAR WEST SIDE
610032,Wendell E Green Elementary School,ES,60643,No,Standard,Not on Probation,Level 1,No,Weak,32,NDA,NDA,Average,47,Average,53,NDA,NDA,NDA,NDA,Average,53,Average,47,93.90%,20.1,95.70%,100.00%,59.4,46.3,53,39.2,72.6,63.5,55.2,37.5,59.8,67.5,12.5,12.5,25.8,15.7,2.2,1,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,254,49,NDA,73,WASHINGTON HEIGHTS
609978,Wendell Smith Elementary School,ES,60628,No,Track_E,Probation,Level 3,No,Weak,22,Weak,24,Very Weak,1,Very Weak,1,Weak,31,Weak,29,Weak,42,Weak,46,92.10%,90,94.10%,95.20%,64.8,42.6,25,20.2,53.1,49,34.6,22.3,30.7,45.9,8.6,22.9,9.4,4.2,-0.5,-1,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,363,48,NDA,50,PULLMAN
610100,West Park Elementary Academy,ES,60651,No,Track_E,Probation,Level 3,No,Weak,29,NDA,NDA,Weak,36,Average,40,NDA,NDA,NDA,NDA,Weak,46,Average,47,93.70%,16.3,96.70%,100.00%,60.7,44.4,22,17.6,39.2,37.3,29,26.4,61.2,51.2,9.2,15.4,10.8,6.9,-0.3,-0.2,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,686,34,NDA,23,HUMBOLDT PARK
610224,West Pullman Elementary School,ES,60628,No,Track_E,Probation,Level 3,No,Weak,23,Average,46,Average,55,Average,47,Average,57,Average,50,Average,47,Weak,44,91.20%,7.6,93.80%,100.00%,31,28.8,12.6,15.5,45.9,43.5,25.7,22.5,32,38.8,9.7,22.6,5.7,5.7,-0.9,-1.3,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,343,48,NDA,53,WEST PULLMAN
610542,West Ridge Elementary School,ES,60645,No,Standard,Not on Probation,Not Enough Data,No,Strong,67,NDA,NDA,Average,41,Weak,28,NDA,NDA,NDA,NDA,Weak,46,Strong,58,94.90%,6.8,0.00%,100.00%,69,46.8,43.3,32.9,46.3,60.9,44,34.4,48.7,43.2,18.2,26.2,16.9,13,-2.2,-1,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,659,32,NDA,2,WEST RIDGE
610230,Wildwood Elementary School,ES,60646,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Very Strong,90,Strong,77,Strong,67,Average,55,Average,45,Strong,55,Weak,37,96.20%,1,95.70%,92.30%,88.8,NDA,71.5,67.2,47.4,59.9,79.5,79.5,82,63.9,50.9,68.4,52.9,33.2,0.7,-0.4,Green,Yellow,22.8,84.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,414,30,NDA,12,FOREST GLEN
610251,Willa Cather Elementary School,ES,60612,No,Track_E,Not on Probation,Level 1,No,Strong,69,Strong,70,Strong,78,Very Strong,81,Strong,62,Very Strong,83,Strong,56,Average,53,94.90%,29.5,96.40%,100.00%,62.7,44,42.9,27.1,54.3,72.5,36.1,21.3,45.5,38.2,0,5.3,20.3,20.9,2.7,2.3,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,234,34,NDA,27,EAST GARFIELD PARK
610299,William A Hinton Elementary School,ES,60621,No,Track_E,Probation,Level 3,No,Very Weak,18,NDA,NDA,Weak,30,Weak,29,NDA,NDA,NDA,NDA,Weak,45,Average,50,91.70%,28.9,95.10%,100.00%,NDA,NDA,28.9,15.2,52.6,59.7,31.1,23,40.2,45.2,10,12.5,9.2,3.8,0,-1.4,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,321,45,NDA,68,ENGLEWOOD
610109,William Bishop Owen Scholastic Academy Elementary School,ES,60652,Yes,Standard,Not on Probation,Level 1,No,Average,49,Strong,61,Weak,39,Average,56,Average,51,Average,47,Strong,58,Average,53,96.90%,1.2,95.00%,100.00%,88.2,77.6,69.5,73.2,72,70.7,67.5,61.3,62.5,53.8,19.2,30.8,28.4,29,0.7,0.1,Yellow,Yellow,44.4,54.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,243,44,NDA,70,ASHBURN
610101,William B Ogden Elementary School,ES,60610,No,Standard,Not on Probation,Level 2,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.10%,4.5,97.00%,100.00%,40,NDA,67.3,61.3,57.8,66.8,NDA,NDA,NDA,NDA,NDA,NDA,40.8,39.9,0.3,0.5,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,722,33,NDA,8,NEAR NORTH SIDE
609945,William C Goudy Elementary School,ES,60640,No,Standard,Not on Probation,Level 1,No,Strong,70,Average,52,Strong,74,Strong,61,Strong,65,Average,52,NDA,NDA,NDA,NDA,96.10%,6,95.80%,100.00%,64,62.9,46.1,32.8,52.5,59.5,61.5,48.3,65.6,60.7,37.5,51.8,30.8,23.6,0.9,1,Green,Green,34.5,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,805,32,NDA,3,UPTOWN
610143,William C Reavis Math & Science Specialty Elementary School,ES,60615,No,Standard,Probation,Level 3,No,Average,48,Very Weak,6,Weak,37,Weak,26,Very Weak,10,Very Weak,15,Weak,45,Average,47,93.50%,37.2,94.80%,98.20%,47.2,NDA,31,29.5,43.5,51.9,19.1,23.4,38.5,48.4,3.2,16.1,5.8,10.1,-0.7,0,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,311,42,NDA,39,KENWOOD
610364,William E B Dubois Elementary School,ES,60827,No,Track_E,Probation,Level 3,No,Average,47,NDA,NDA,Weak,33,Average,42,NDA,NDA,NDA,NDA,Average,50,Weak,45,93.30%,48.5,94.40%,100.00%,73.2,64.8,17.9,11.8,37.5,44.4,23.2,20.9,64.5,55.7,0,12.5,7.9,5,0.4,0.4,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,184,48,NDA,54,RIVERDALE
609884,William E Dever Elementary School,ES,60634,No,Standard,Not on Probation,Level 1,No,Strong,67,Strong,66,Strong,60,Strong,78,Weak,37,Weak,36,Average,50,Average,48,95.50%,2.1,95.90%,100.00%,71.1,34.9,60.8,51.1,62.9,66.3,73.5,57.6,68.6,63.8,20,46.7,31.5,27.9,0.4,1.3,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,843,30,NDA,17,DUNNING
609967,William F Finkl Elementary School,ES,60608,No,Track_E,Probation,Level 2,No,Average,56,Strong,60,Average,50,Average,52,Average,41,Average,56,Average,49,Strong,54,95.20%,6.7,96.90%,100.00%,58.6,NDA,33.1,25.2,53.6,47.8,44.9,34.8,48.4,50.8,17.1,25.7,19.2,9.6,0.4,0.7,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,588,39,NDA,31,LOWER WEST SIDE
609994,William G Hibbard Elementary School,ES,60625,No,Standard,Not on Probation,Level 2,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,49,Average,50,96.50%,3,96.90%,99.30%,70.7,20.7,38.3,27.2,40,46.7,38.8,34.7,33.9,38.3,NDA,NDA,19.3,15.3,0.5,-0.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1239,31,NDA,14,ALBANY PARK
609812,William H Brown Elementary School,ES,60612,No,Standard,Probation,Level 2,No,Weak,36,Strong,73,Average,58,Strong,78,Strong,74,Strong,73,Weak,46,Average,49,92.80%,59,94.70%,100.00%,67.6,51.4,28.3,15.1,32,60,41.9,20.5,58,36.2,4.2,4.2,10.2,3.2,1.1,-0.9,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,217,38,NDA,28,NEAR WEST SIDE
610023,William H King Elementary School,ES,60612,No,Track_E,Probation,Level 3,No,Average,47,NDA,NDA,Average,44,Average,47,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,92.40%,17.7,95.10%,100.00%,42.1,NDA,30.1,29.4,57.5,53.8,36.8,27.5,65.9,69,10,16.7,10.6,8.4,0.3,-0.4,Yellow,Yellow,40.6,7.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,264,38,NDA,28,NEAR WEST SIDE
610136,William H Prescott Elementary School,ES,60614,No,Track_E,Not on Probation,Level 2,No,Very Strong,90,NDA,NDA,Average,51,Weak,24,NDA,NDA,NDA,NDA,Average,50,Average,48,93.50%,73.9,97.60%,95.00%,NDA,NDA,24.4,31.7,63.2,46.3,42.6,43.5,61.7,65.9,NDA,NDA,16,8.9,0.4,0.5,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,240,33,NDA,7,LINCOLN PARK
610142,William H Ray Elementary School,ES,60637,Yes,Standard,Not on Probation,Level 1,No,Strong,69,NDA,NDA,Weak,22,Very Weak,12,NDA,NDA,NDA,NDA,Average,50,Weak,46,95.10%,6.7,94.90%,98.80%,75.1,46.4,51.5,51.5,53.6,44.3,48.4,63.1,50,50.8,NDA,NDA,31.8,35.2,-0.8,1.5,Red,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,654,46,NDA,41,HYDE PARK
610153,William H Ryder Math & Science Specialty Elementary School,ES,60620,No,Track_E,Probation,Level 3,No,Weak,34,NDA,NDA,Average,42,Average,50,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,93.00%,22.5,94.30%,96.40%,73.6,56.9,21.6,6.8,32.7,37.5,37.7,17.7,44.6,37,20.5,33.3,10.6,5.6,-0.5,-1.6,Yellow,Red,27.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,302,49,NDA,71,AUBURN GRESHAM
610167,William H Seward Communication Arts Academy Elementary School,ES,60609,No,Standard,Not on Probation,Level 2,No,Average,40,Average,43,Weak,38,Average,41,Strong,66,Strong,63,Average,49,Average,50,95.70%,14.4,95.70%,100.00%,58.6,NDA,25.2,28.2,49.1,58.8,45.3,33.9,57.8,51.3,12.5,25,12.2,7.9,-1.1,-0.5,Red,Yellow,43.3,46.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,896,42,NDA,61,NEW CITY
610061,William J & Charles H Mayo Elementary School,ES,60653,No,Standard,Not on Probation,Level 2,No,Average,52,Average,55,Strong,62,Strong,65,Average,52,Average,47,Average,50,Strong,55,95.30%,26,95.20%,100.00%,48.3,24.1,28.2,25.2,45.9,58,40,36.6,57.4,53.7,10,30,15.5,6,0.7,-0.3,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,453,40,NDA,35,DOUGLAS
610104,William J Onahan Elementary School,ES,60631,Yes,Standard,Not on Probation,Level 1,No,Strong,64,Average,59,Weak,29,Weak,27,Weak,32,Weak,39,Average,47,Weak,44,95.70%,6.9,96.10%,98.80%,76.8,56.2,62.7,61.2,40.8,53.9,60.2,63.8,49.7,44.8,44,54,35.1,29.6,0.2,0,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,687,30,NDA,10,NORWOOD PARK
610193,William K New Sullivan Elementary School,ES,60617,No,Standard,Probation,Level 3,No,Weak,27,Average,42,Weak,35,Average,40,Average,58,Weak,33,Average,47,Strong,54,90.30%,27.3,94.00%,97.80%,34.1,17.1,17.8,14.1,42.9,51.5,10.2,21,56.6,52.5,0,6.7,2.9,5.8,-0.9,0.2,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,527,47,NDA,46,SOUTH CHICAGO
610123,William Penn Elementary School,ES,60623,No,Track_E,Probation,Level 3,No,Strong,78,NDA,NDA,Very Strong,99,Very Strong,99,NDA,NDA,NDA,NDA,Average,52,Average,53,91.80%,5.7,95.20%,92.90%,42.7,NDA,22.4,17.6,53,51.5,16.5,15.7,42.5,51.3,8.7,17.4,8.1,5.5,0.3,-0.2,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,423,37,NDA,29,NORTH LAWNDALE
609949,William P Gray Elementary School,ES,60641,No,Standard,Not on Probation,Level 1,No,Average,57,NDA,NDA,Average,44,Weak,35,NDA,NDA,NDA,NDA,Average,47,Average,50,95.60%,5.9,95.90%,99.40%,74.1,NDA,53.5,51.4,69.1,77.5,43,53.5,61,70.1,16.3,28.7,26.1,19.4,0.5,0.9,Green,Green,46.1,34.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1345,29,NDA,15,PORTAGE PARK
610097,William P Nixon Elementary School,ES,60639,No,Standard,Not on Probation,Level 2,No,Average,52,NDA,NDA,Strong,70,Strong,62,NDA,NDA,NDA,NDA,Weak,46,Average,47,95.60%,3.5,95.80%,100.00%,66.9,25,31.8,27.8,52.4,57.3,35.5,20.7,57,50,NDA,NDA,11.2,9.6,-0.1,-0.2,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1061,34,NDA,20,HERMOSA
610232,Williams Multiplex Elementary School,ES,60616,No,Track_E,Probation,Level 2,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,50,Average,50,91.60%,17,95.90%,100.00%,45.3,31.1,22.3,25.9,48.1,58.1,NDA,NDA,NDA,NDA,NDA,NDA,24.3,27.9,1.1,2.5,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,266,40,NDA,35,DOUGLAS
610172,William T Sherman Elementary School,ES,60609,No,Track_E,Probation,Level 3,No,Weak,32,NDA,NDA,Average,46,Average,55,NDA,NDA,NDA,NDA,Average,49,Average,52,92.30%,230.6,95.00%,100.00%,NDA,NDA,21.8,26.8,41.1,42,30.1,19.7,46.3,35.2,7.5,15.1,8.1,1.7,0.7,-1.3,Green,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,462,45,NDA,61,NEW CITY
609844,William W Carter Elementary School,ES,60637,No,Standard,Probation,Level 3,No,Very Weak,13,Average,49,Weak,33,Weak,35,Average,56,Strong,62,Weak,46,Weak,46,91.20%,27,95.90%,100.00%,72.3,46.6,21.8,17.8,50.5,57.6,24.8,24.8,44.9,48.6,13.3,33.3,6.8,5.5,-0.2,-1.2,Yellow,Red,42.4,50,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,371,42,NDA,40,WASHINGTON PARK
610088,Wolfgang A Mozart Elementary School,ES,60647,No,Standard,Not on Probation,Level 2,No,Average,41,NDA,NDA,Average,56,Weak,32,NDA,NDA,NDA,NDA,Average,50,Strong,54,95.20%,3.6,96.40%,100.00%,39.8,10.1,28.7,34.2,51.1,48.2,46.7,32.6,74.7,64,NDA,NDA,12,11,0.4,0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,748,34,NDA,22,LOGAN SQUARE
609977,Woodlawn Community Elementary School,ES,60637,No,Standard,Not on Probation,Level 2,No,Strong,70,NDA,NDA,Very Strong,80,Strong,66,NDA,NDA,NDA,NDA,Strong,59,Strong,54,93.90%,12.4,94.30%,100.00%,57.7,NDA,43.9,45.8,60,62.4,75,30,88.9,55.6,NDA,NDA,17.5,22.2,0.1,0,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,238,46,NDA,42,WOODLAWN
610513,Air Force Academy High School,HS,60609,NDA,Standard,Not on Probation,Not Enough Data,Yes,Average,49,Strong,60,Strong,60,Average,55,Average,45,Average,54,Average,53,Average,49,93.30%,15.6,96.90%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.6,14.8,NDA,16,1.4,NDA,NDA,NDA,NDA,NDA,302,40,91.8,34,ARMOUR SQUARE
609720,Albert G Lane Technical High School,HS,60618,Yes,Standard,Not on Probation,Level 1,No,Very Strong,88,NDA,NDA,Strong,62,Average,52,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.30%,2.1,96.20%,99.40%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,19.1,19.5,19.9,20.1,1,23.4,3.5,67.9,92.2,79.8,4368,35,90.7,5,NORTH CENTER
610524,Alcott High School for the Humanities,HS,60618,NDA,Standard,Not on Probation,Not Enough Data,No,Strong,70,NDA,NDA,Strong,67,Average,51,NDA,NDA,NDA,NDA,Strong,57,Weak,43,92.70%,7.1,96.90%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.7,13.7,NDA,16,1.3,NDA,NDA,NDA,NDA,NDA,232,33,87.6,5,NORTH CENTER
610334,Al Raby High School,HS,60624,No,Track_E,Probation,Level 3,No,Average,52,NDA,NDA,Average,51,Average,53,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,80.30%,14,95.10%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.8,13,14.1,14,1.2,15.2,1.1,13.5,72.2,64.2,551,34,74.3,27,EAST GARFIELD PARK
400018,Austin Business and Entrepreneurship Academy High School,HS,60644,No,Non_Standard,Probation,Level 3,No,Weak,38,NDA,NDA,Average,41,Weak,33,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,76.00%,12.4,0.00%,98.20%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12,12,14.3,12.9,0.9,14.4,0.1,12.2,65.6,51.3,316,36,NDA,25,AUSTIN
610501,Austin Polytechnical Academy High School,HS,60644,No,Standard,Probation,Level 2,No,Weak,38,NDA,NDA,Average,45,Average,53,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,70.10%,21.5,95.20%,98.60%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12,12.1,13.6,13.1,1.1,14.8,1.2,8.5,NDA,NDA,250,36,56.1,25,AUSTIN
